Nr;Dzien;Godzina;Temperatura
3996;19.12.2022;21:57;1.4
3997;19.12.2022;22:09;1.5
3998;19.12.2022;22:21;1.5
3999;19.12.2022;22:33;1.2
4000;19.12.2022;22:45;1.5
4001;19.12.2022;22:57;1.5
4002;19.12.2022;23:09;1.2
4003;19.12.2022;23:21;1.3
4004;19.12.2022;23:33;1
4005;19.12.2022;23:45;1.5
4006;19.12.2022;23:57;1
4007;20.12.2022;00:09;1.3
4008;20.12.2022;00:21;1.4
4009;20.12.2022;00:33;1.6
4010;20.12.2022;00:45;1.2
4011;20.12.2022;00:57;1.2
4012;20.12.2022;01:09;1.2
4013;20.12.2022;01:21;1.4
4014;20.12.2022;01:33;1.3
4015;20.12.2022;01:45;1.5
4016;20.12.2022;01:57;1.1
4017;20.12.2022;02:09;1.6
4018;20.12.2022;02:21;1.1
4019;20.12.2022;02:33;1.2
4020;20.12.2022;02:45;1.3
4021;20.12.2022;02:57;1.5
4022;20.12.2022;03:09;1.5
4023;20.12.2022;03:21;1.2
4024;20.12.2022;03:33;1.1
4025;20.12.2022;03:45;1.2
4026;20.12.2022;03:57;1.5
4027;20.12.2022;04:09;1.4
4028;20.12.2022;04:21;1.2
4029;20.12.2022;04:33;1.1
4030;20.12.2022;04:45;1.3
4031;20.12.2022;04:57;1.4
4032;20.12.2022;05:09;1.3
4033;20.12.2022;05:21;1.1
4034;20.12.2022;05:33;1.4
4035;20.12.2022;05:45;1.6
4036;20.12.2022;05:57;1.2
4037;20.12.2022;06:09;1.4
4038;20.12.2022;06:21;1.1
4039;20.12.2022;06:33;1.1
4040;20.12.2022;06:45;1.6
4041;20.12.2022;06:57;1.3
4042;20.12.2022;07:09;1.1
4043;20.12.2022;07:21;1.2
4044;20.12.2022;07:33;1.4
4045;20.12.2022;07:45;1.3
4046;20.12.2022;07:57;1.2
4047;20.12.2022;08:09;1.1
4048;20.12.2022;08:21;1.2
4049;20.12.2022;08:33;1.1
4050;20.12.2022;08:45;1.2
4051;20.12.2022;08:57;1.2
4052;20.12.2022;09:09;1.5
4053;20.12.2022;09:21;1
4054;20.12.2022;09:33;1.1
4055;20.12.2022;09:45;1.6
4056;20.12.2022;09:57;1.3
4057;20.12.2022;10:09;1.6
4058;20.12.2022;10:21;1
4059;20.12.2022;10:33;1.3
4060;20.12.2022;10:45;1.5
4061;20.12.2022;10:57;1
4062;20.12.2022;11:09;1.6
4063;20.12.2022;11:21;1.5
4064;20.12.2022;11:33;1.6
4065;20.12.2022;11:45;1.4
4066;20.12.2022;11:57;1.6
4067;20.12.2022;12:09;1.5
4068;20.12.2022;12:21;1.6
4069;20.12.2022;12:33;1.3
4070;20.12.2022;12:45;1.4
4071;20.12.2022;12:57;1.4
4072;20.12.2022;13:09;1.4
4073;20.12.2022;13:21;1.4
4074;20.12.2022;13:33;1.1
4075;20.12.2022;13:45;1.1
4076;20.12.2022;13:57;1.5
4077;20.12.2022;14:09;1.3
4078;20.12.2022;14:21;1.1
4079;20.12.2022;14:33;1.5
4080;20.12.2022;14:45;1.5
4081;20.12.2022;14:57;1.1
4082;20.12.2022;15:09;1.4
4083;20.12.2022;15:21;1.2
4084;20.12.2022;15:33;1.6
4085;20.12.2022;15:45;1.5
4086;20.12.2022;15:57;1.6
4087;20.12.2022;16:09;1.1
4088;20.12.2022;16:21;1.4
4089;20.12.2022;16:33;1.2
4090;20.12.2022;16:45;1.4
4091;20.12.2022;16:57;1.4
4092;20.12.2022;17:09;1
4093;20.12.2022;17:21;1.1
4094;20.12.2022;17:33;1.1
4095;20.12.2022;17:45;1.2
4096;20.12.2022;17:57;1
4097;20.12.2022;18:09;1.3
4098;20.12.2022;18:21;1.2
4099;20.12.2022;18:33;1.1
4100;20.12.2022;18:45;1.5
4101;20.12.2022;18:57;1.5
4102;20.12.2022;19:09;1.1
4103;20.12.2022;19:21;1.2
4104;20.12.2022;19:33;1.1
4105;20.12.2022;19:45;1.4
4106;20.12.2022;19:57;1.2
4107;20.12.2022;20:09;1
4108;20.12.2022;20:21;1.1
4109;20.12.2022;20:33;0.9
4110;20.12.2022;20:45;0.7
4111;20.12.2022;20:57;0.8
4112;20.12.2022;21:09;1.1
4113;20.12.2022;21:21;1
4114;20.12.2022;21:33;0.8
4115;20.12.2022;21:45;0.9
4116;20.12.2022;21:57;1
4117;20.12.2022;22:09;0.7
4118;20.12.2022;22:21;0.8
4119;20.12.2022;22:33;1.1
4120;20.12.2022;22:45;1.3
4121;20.12.2022;22:57;1.2
4122;20.12.2022;23:09;1.4
4123;20.12.2022;23:21;1.1
4124;20.12.2022;23:33;1.5
4125;20.12.2022;23:45;1.1
4126;20.12.2022;23:57;1.2
4127;21.12.2022;00:09;1.2
4128;21.12.2022;00:21;1.6
4129;21.12.2022;00:33;1.1
4130;21.12.2022;00:45;1.4
4131;21.12.2022;00:57;1.3
4132;21.12.2022;01:09;1.1
4133;21.12.2022;01:21;1
4134;21.12.2022;01:33;0.8
4135;21.12.2022;01:45;0.7
4136;21.12.2022;01:57;0.9
4137;21.12.2022;02:09;1.1
4138;21.12.2022;02:21;1
4139;21.12.2022;02:33;1.1
4140;21.12.2022;02:45;1
4141;21.12.2022;02:57;1.4
4142;21.12.2022;03:09;1
4143;21.12.2022;03:21;1.1
4144;21.12.2022;03:33;1.5
4145;21.12.2022;03:45;1.4
4146;21.12.2022;03:57;1.1
4147;21.12.2022;04:09;1.5
4148;21.12.2022;04:21;1.5
4149;21.12.2022;04:33;1.6
4150;21.12.2022;04:45;1.5
4151;21.12.2022;04:57;1.3
4152;21.12.2022;05:09;1.3
4153;21.12.2022;05:21;1.1
4154;21.12.2022;05:33;1.2
4155;21.12.2022;05:45;1.6
4156;21.12.2022;05:57;1.3
4157;21.12.2022;06:09;1.4
4158;21.12.2022;06:21;1.5
4159;21.12.2022;06:33;1.1
4160;21.12.2022;06:45;1.3
4161;21.12.2022;06:57;1.3
4162;21.12.2022;07:09;1.6
4163;21.12.2022;07:21;1.2
4164;21.12.2022;07:33;1.3
4165;21.12.2022;07:45;1.2
4166;21.12.2022;07:57;1.1
4167;21.12.2022;08:09;1.4
4168;21.12.2022;08:21;1.5
4169;21.12.2022;08:33;1.6
4170;21.12.2022;08:45;1.5
4171;21.12.2022;08:57;1.5
4172;21.12.2022;09:09;1.5
4173;21.12.2022;09:21;1.4
4174;21.12.2022;09:33;1
4175;21.12.2022;09:45;1.2
4176;21.12.2022;09:57;1.3
4177;21.12.2022;10:09;1.5
4178;21.12.2022;10:21;1.1
4179;21.12.2022;10:33;1.4
4180;21.12.2022;10:45;1.4
4181;21.12.2022;10:57;1.5
4182;21.12.2022;11:09;1.1
4183;21.12.2022;11:21;1.6
4184;21.12.2022;11:33;1.3
4185;21.12.2022;11:45;1.1
4186;21.12.2022;11:57;1.3
4187;21.12.2022;12:09;1.5
4188;21.12.2022;12:21;1.6
4189;21.12.2022;12:33;1.4
4190;21.12.2022;12:45;1.5
4191;21.12.2022;12:57;1
4192;21.12.2022;13:09;1.5
4193;21.12.2022;13:21;1.5
4194;21.12.2022;13:33;1.1
4195;21.12.2022;13:45;1.2
4196;21.12.2022;13:57;1.4
4197;21.12.2022;14:09;1.1
4198;21.12.2022;14:21;1.4
4199;21.12.2022;14:33;1.2
4200;21.12.2022;14:45;1.3
4201;21.12.2022;14:57;1
4202;21.12.2022;15:09;1.4
4203;21.12.2022;15:21;1.4
4204;21.12.2022;15:33;1.3
4205;21.12.2022;15:45;1.2
4206;21.12.2022;15:57;1.3
4207;21.12.2022;16:09;1.3
4208;21.12.2022;16:21;1.3
4209;21.12.2022;16:33;1.1
4210;21.12.2022;16:45;1.3
4211;21.12.2022;16:57;1.4
4212;21.12.2022;17:09;1.6
4213;21.12.2022;17:21;1.5
4214;21.12.2022;17:33;1.6
4215;21.12.2022;17:45;1.6
4216;21.12.2022;17:57;1.1
4217;21.12.2022;18:09;1.4
4218;21.12.2022;18:21;1.6
4219;21.12.2022;18:33;1.2
4220;21.12.2022;18:45;1.6
4221;21.12.2022;18:57;1.1
4222;21.12.2022;19:09;1.4
4223;21.12.2022;19:21;1
4224;21.12.2022;19:33;1.3
4225;21.12.2022;19:45;1.3
4226;21.12.2022;19:57;1.5
4227;21.12.2022;20:09;1.1
4228;21.12.2022;20:21;1.3
4229;21.12.2022;20:33;1.4
4230;21.12.2022;20:45;1.1
4231;21.12.2022;20:57;1.1
4232;21.12.2022;21:09;1.2
4233;21.12.2022;21:21;1.2
4234;21.12.2022;21:33;1.3
4235;21.12.2022;21:45;1.6
4236;21.12.2022;21:57;1.4
4237;21.12.2022;22:09;1.5
4238;21.12.2022;22:21;1.2
4239;21.12.2022;22:33;1.3
4240;21.12.2022;22:45;1.2
4241;21.12.2022;22:57;1.5
4242;21.12.2022;23:09;1
4243;21.12.2022;23:21;1.3
4244;21.12.2022;23:33;1.6
4245;21.12.2022;23:45;1.4
4246;21.12.2022;23:57;1.3
4247;22.12.2022;00:09;1.1
4248;22.12.2022;00:21;1.4
4249;22.12.2022;00:33;1.2
4250;22.12.2022;00:45;1.5
4251;22.12.2022;00:57;1.2
4252;22.12.2022;01:09;1.3
4253;22.12.2022;01:21;1.1
4254;22.12.2022;01:33;1.2
4255;22.12.2022;01:45;1.5
4256;22.12.2022;01:57;1.3
4257;22.12.2022;02:09;1.4
4258;22.12.2022;02:21;1.1
4259;22.12.2022;02:33;1.5
4260;22.12.2022;02:45;1
4261;22.12.2022;02:57;1.3
4262;22.12.2022;03:09;1.3
4263;22.12.2022;03:21;1.1
4264;22.12.2022;03:33;1.4
4265;22.12.2022;03:45;1.6
4266;22.12.2022;03:57;1.3
4267;22.12.2022;04:09;1.5
4268;22.12.2022;04:21;1.3
4269;22.12.2022;04:33;1.5
4270;22.12.2022;04:45;1.3
4271;22.12.2022;04:57;1.4
4272;22.12.2022;05:09;1.5
4273;22.12.2022;05:21;1.2
4274;22.12.2022;05:33;1.4
4275;22.12.2022;05:45;1.3
4276;22.12.2022;05:57;1.6
4277;22.12.2022;06:09;1.2
4278;22.12.2022;06:21;1.5
4279;22.12.2022;06:33;1.5
4280;22.12.2022;06:45;1.5
4281;22.12.2022;06:57;1.2
4282;22.12.2022;07:09;1.5
4283;22.12.2022;07:21;1.3
4284;22.12.2022;07:33;1.1
4285;22.12.2022;07:45;1
4286;22.12.2022;07:57;1.6
4287;22.12.2022;08:09;1.2
4288;22.12.2022;08:21;1.2
4289;22.12.2022;08:33;1
4290;22.12.2022;08:45;1.4
4291;22.12.2022;08:57;1.4
4292;22.12.2022;09:09;1.3
4293;22.12.2022;09:21;1.1
4294;22.12.2022;09:33;1
4295;22.12.2022;09:45;1.4
4296;22.12.2022;09:57;1.3
4297;22.12.2022;10:09;1.2
4298;22.12.2022;10:21;1.1
4299;22.12.2022;10:33;1.5
4300;22.12.2022;10:45;1.4
4301;22.12.2022;10:57;1.5
4302;22.12.2022;11:09;1.3
4303;22.12.2022;11:21;1.2
4304;22.12.2022;11:33;1.1
4305;22.12.2022;11:45;1.4
4306;22.12.2022;11:57;1.1
4307;22.12.2022;12:09;1.4
4308;22.12.2022;12:21;1.1
4309;22.12.2022;12:33;1.2
4310;22.12.2022;12:45;1.2
4311;22.12.2022;12:57;1.2
4312;22.12.2022;13:09;1
4313;22.12.2022;13:21;1.3
4314;22.12.2022;13:33;1.4
4315;22.12.2022;13:45;1.2
4316;22.12.2022;13:57;1.1
4317;22.12.2022;14:09;1.5
4318;22.12.2022;14:21;1.1
4319;22.12.2022;14:33;1.3
4320;22.12.2022;14:45;1.1
4321;22.12.2022;14:57;1.1
4322;22.12.2022;15:09;1.1
4323;22.12.2022;15:21;1.2
4324;22.12.2022;15:33;1.4
4325;22.12.2022;15:45;1.3
4326;22.12.2022;15:57;1.5
4327;22.12.2022;16:09;1.5
4328;22.12.2022;16:21;1.1
4329;22.12.2022;16:33;1.1
4330;22.12.2022;16:45;0.8
4331;22.12.2022;16:57;0.9
4332;22.12.2022;17:09;1
4333;22.12.2022;17:21;0.8
4334;22.12.2022;17:33;0.7
4335;22.12.2022;17:45;1
4336;22.12.2022;17:57;1.1
4337;22.12.2022;18:09;1.3
4338;22.12.2022;18:21;1
4339;22.12.2022;18:33;1.2
4340;22.12.2022;18:45;1.2
4341;22.12.2022;18:57;1.1
4342;22.12.2022;19:09;1.2
4343;22.12.2022;19:21;1.1
4344;22.12.2022;19:33;1.1
4345;22.12.2022;19:45;1.3
4346;22.12.2022;19:57;1.2
4347;22.12.2022;20:09;1.6
4348;22.12.2022;20:21;1.5
4349;22.12.2022;20:33;1.4
4350;22.12.2022;20:45;1.6
4351;22.12.2022;20:57;1.1
4352;22.12.2022;21:09;1.6
4353;22.12.2022;21:21;1.1
4354;22.12.2022;21:33;1.4
4355;22.12.2022;21:45;1.1
4356;22.12.2022;21:57;1.6
4357;22.12.2022;22:09;1.1
4358;22.12.2022;22:21;1.2
4359;22.12.2022;22:33;1.4
4360;22.12.2022;22:45;1.1
4361;22.12.2022;22:57;1.1
4362;22.12.2022;23:09;1.4
4363;22.12.2022;23:21;1.5
4364;22.12.2022;23:33;1.6
4365;22.12.2022;23:45;1
4366;22.12.2022;23:57;1.4
4367;23.12.2022;00:09;1.6
4368;23.12.2022;00:21;1.2
4369;23.12.2022;00:33;1.5
4370;23.12.2022;00:45;1.5
4371;23.12.2022;00:57;1.5
4372;23.12.2022;01:09;1.1
4373;23.12.2022;01:21;1.2
4374;23.12.2022;01:33;1.1
4375;23.12.2022;01:45;1.3
4376;23.12.2022;01:57;1.2
4377;23.12.2022;02:09;1.4
4378;23.12.2022;02:21;1.3
4379;23.12.2022;02:33;1
4380;23.12.2022;02:45;1.6
4381;23.12.2022;02:57;1.5
4382;23.12.2022;03:09;1.4
4383;23.12.2022;03:21;1.4
4384;23.12.2022;03:33;1.3
4385;23.12.2022;03:45;1.1
4386;23.12.2022;03:57;1
4387;23.12.2022;04:09;1
4388;23.12.2022;04:21;1.1
4389;23.12.2022;04:33;1.3
4390;23.12.2022;04:45;1.3
4391;23.12.2022;04:57;1.2
4392;23.12.2022;05:09;1.1
4393;23.12.2022;05:21;1.4
4394;23.12.2022;05:33;1.6
4395;23.12.2022;05:45;1.5
4396;23.12.2022;05:57;1.3
4397;23.12.2022;06:09;1
4398;23.12.2022;06:21;1
4399;23.12.2022;06:33;1.1
4400;23.12.2022;06:45;1.5
4401;23.12.2022;06:57;1
4402;23.12.2022;07:09;1.4
4403;23.12.2022;07:21;1.3
4404;23.12.2022;07:33;1.4
4405;23.12.2022;07:45;1.1
4406;23.12.2022;07:57;1
4407;23.12.2022;08:09;1.6
4408;23.12.2022;08:21;1.6
4409;23.12.2022;08:33;1.3
4410;23.12.2022;08:45;1.1
4411;23.12.2022;08:57;1.5
4412;23.12.2022;09:09;1.2
4413;23.12.2022;09:21;1.3
4414;23.12.2022;09:33;1.2
4415;23.12.2022;09:45;1.5
4416;23.12.2022;09:57;1.4
4417;23.12.2022;10:09;1.5
4418;23.12.2022;10:21;1.6
4419;23.12.2022;10:33;1.3
4420;23.12.2022;10:45;1.4
4421;23.12.2022;10:57;1.4
4422;23.12.2022;11:09;1.3
4423;23.12.2022;11:21;1.5
4424;23.12.2022;11:33;1.5
4425;23.12.2022;11:45;1.4
4426;23.12.2022;11:57;1.3
4427;23.12.2022;12:09;1.1
4428;23.12.2022;12:21;1
4429;23.12.2022;12:33;1
4430;23.12.2022;12:45;1.2
4431;23.12.2022;12:57;1.2
4432;23.12.2022;13:09;1.6
4433;23.12.2022;13:21;1.2
4434;23.12.2022;13:33;1.5
4435;23.12.2022;13:45;1.2
4436;23.12.2022;13:57;1.2
4437;23.12.2022;14:09;1.5
4438;23.12.2022;14:21;1.4
4439;23.12.2022;14:33;1.3
4440;23.12.2022;14:45;1.3
4441;23.12.2022;14:57;1.1
4442;23.12.2022;15:09;1.6
4443;23.12.2022;15:21;1.4
4444;23.12.2022;15:33;1.5
4445;23.12.2022;15:45;1.1
4446;23.12.2022;15:57;1.6
4447;23.12.2022;16:09;1.1
4448;23.12.2022;16:21;1.1
4449;23.12.2022;16:33;1.5
4450;23.12.2022;16:45;1.1
4451;23.12.2022;16:57;1.2
4452;23.12.2022;17:09;1.1
4453;23.12.2022;17:21;1.4
4454;23.12.2022;17:33;1
4455;23.12.2022;17:45;1.5
4456;23.12.2022;17:57;1.6
4457;23.12.2022;18:09;1.3
4458;23.12.2022;18:21;1
4459;23.12.2022;18:33;1.6
4460;23.12.2022;18:45;1.1
4461;23.12.2022;18:57;1.4
4462;23.12.2022;19:09;1.2
4463;23.12.2022;19:21;1.5
4464;23.12.2022;19:33;1.2
4465;23.12.2022;19:45;1.2
4466;23.12.2022;19:57;1.3
4467;23.12.2022;20:09;1.2
4468;23.12.2022;20:21;1.2
4469;23.12.2022;20:33;1.1
4470;23.12.2022;20:45;1.3
4471;23.12.2022;20:57;1
4472;23.12.2022;21:09;1.4
4473;23.12.2022;21:21;1.3
4474;23.12.2022;21:33;1.5
4475;23.12.2022;21:45;1.1
4476;23.12.2022;21:57;1
4477;23.12.2022;22:09;1.4
4478;23.12.2022;22:21;1.2
4479;23.12.2022;22:33;1.4
4480;23.12.2022;22:45;1.3
4481;23.12.2022;22:57;1.6
4482;23.12.2022;23:09;1.7
4483;23.12.2022;23:21;1.9
4484;23.12.2022;23:33;1.7
4485;23.12.2022;23:45;1.8
4486;23.12.2022;23:57;1.6
4487;24.12.2022;00:09;1.5
4488;24.12.2022;00:21;1.6
4489;24.12.2022;00:33;1.1
4490;24.12.2022;00:45;1.4
4491;24.12.2022;00:57;1.4
4492;24.12.2022;01:09;1.5
4493;24.12.2022;01:21;1.1
4494;24.12.2022;01:33;1.4
4495;24.12.2022;01:45;1.3
4496;24.12.2022;01:57;1.5
4497;24.12.2022;02:09;1.4
4498;24.12.2022;02:21;1.1
4499;24.12.2022;02:33;1.4
4500;24.12.2022;02:45;1.1
4501;24.12.2022;02:57;1.5
4502;24.12.2022;03:09;1.2
4503;24.12.2022;03:21;1.4
4504;24.12.2022;03:33;1.4
4505;24.12.2022;03:45;1.5
4506;24.12.2022;03:57;1.6
4507;24.12.2022;04:09;1.5
4508;24.12.2022;04:21;1.2
4509;24.12.2022;04:33;1.4
4510;24.12.2022;04:45;1.1
4511;24.12.2022;04:57;1
4512;24.12.2022;05:09;1.2
4513;24.12.2022;05:21;1
4514;24.12.2022;05:33;0.9
4515;24.12.2022;05:45;1
4516;24.12.2022;05:57;0.7
4517;24.12.2022;06:09;0.8
4518;24.12.2022;06:21;1.1
4519;24.12.2022;06:33;1
4520;24.12.2022;06:45;0.9
4521;24.12.2022;06:57;1.2
4522;24.12.2022;07:09;1.3
4523;24.12.2022;07:21;1.3
4524;24.12.2022;07:33;1.2
4525;24.12.2022;07:45;1
4526;24.12.2022;07:57;1
4527;24.12.2022;08:09;1.6
4528;24.12.2022;08:21;1
4529;24.12.2022;08:33;1
4530;24.12.2022;08:45;1.2
4531;24.12.2022;08:57;1.3
4532;24.12.2022;09:09;1.1
4533;24.12.2022;09:21;1.1
4534;24.12.2022;09:33;1.1
4535;24.12.2022;09:45;1
4536;24.12.2022;09:57;1.3
4537;24.12.2022;10:09;1.2
4538;24.12.2022;10:21;1.1
4539;24.12.2022;10:33;1.4
4540;24.12.2022;10:45;1.2
4541;24.12.2022;10:57;1.6
4542;24.12.2022;11:09;1.4
4543;24.12.2022;11:21;1.1
4544;24.12.2022;11:33;1.5
4545;24.12.2022;11:45;1.2
4546;24.12.2022;11:57;1.2
4547;24.12.2022;12:09;1.4
4548;24.12.2022;12:21;1.4
4549;24.12.2022;12:33;1.2
4550;24.12.2022;12:45;1
4551;24.12.2022;12:57;1.2
4552;24.12.2022;13:09;1.4
4553;24.12.2022;13:21;1.4
4554;24.12.2022;13:33;1.4
4555;24.12.2022;13:45;1.4
4556;24.12.2022;13:57;1.2
4557;24.12.2022;14:09;1.3
4558;24.12.2022;14:21;1.4
4559;24.12.2022;14:33;1.5
4560;24.12.2022;14:45;1.4
4561;24.12.2022;14:57;1.5
4562;24.12.2022;15:09;1.1
4563;24.12.2022;15:21;1.1
4564;24.12.2022;15:33;1.5
4565;24.12.2022;15:45;1.1
4566;24.12.2022;15:57;1
4567;24.12.2022;16:09;1.6
4568;24.12.2022;16:21;1.3
4569;24.12.2022;16:33;1.5
4570;24.12.2022;16:45;1.3
4571;24.12.2022;16:57;1.1
4572;24.12.2022;17:09;1
4573;24.12.2022;17:21;1.1
4574;24.12.2022;17:33;1
4575;24.12.2022;17:45;1.1
4576;24.12.2022;17:57;1.3
4577;24.12.2022;18:09;1.6
4578;24.12.2022;18:21;1.6
4579;24.12.2022;18:33;1.3
4580;24.12.2022;18:45;1.5
4581;24.12.2022;18:57;1
4582;24.12.2022;19:09;1.1
4583;24.12.2022;19:21;1.4
4584;24.12.2022;19:33;1.1
4585;24.12.2022;19:45;1.2
4586;24.12.2022;19:57;1.1
4587;24.12.2022;20:09;1.5
4588;24.12.2022;20:21;1.3
4589;24.12.2022;20:33;1.1
4590;24.12.2022;20:45;1.5
4591;24.12.2022;20:57;1.3
4592;24.12.2022;21:09;1.5
4593;24.12.2022;21:21;1.4
4594;24.12.2022;21:33;1.6
4595;24.12.2022;21:45;1.1
4596;24.12.2022;21:57;1.3
4597;24.12.2022;22:09;1.2
4598;24.12.2022;22:21;1.2
4599;24.12.2022;22:33;1.4
4600;24.12.2022;22:45;1.4
4601;24.12.2022;22:57;1.2
4602;24.12.2022;23:09;1.2
4603;24.12.2022;23:21;1.1
4604;24.12.2022;23:33;1.4
4605;24.12.2022;23:45;1
4606;24.12.2022;23:57;1.1
4607;25.12.2022;00:09;1.3
4608;25.12.2022;00:21;1.4
4609;25.12.2022;00:33;1.6
4610;25.12.2022;00:45;1.5
4611;25.12.2022;00:57;1.4
4612;25.12.2022;01:09;1.7
4613;25.12.2022;01:21;1.8
4614;25.12.2022;01:33;2
4615;25.12.2022;01:45;2.1
4616;25.12.2022;01:57;1.9
4617;25.12.2022;02:09;2.2
4618;25.12.2022;02:21;2.4
4619;25.12.2022;02:33;2.5
4620;25.12.2022;02:45;2.3
4621;25.12.2022;02:57;2.6
4622;25.12.2022;03:09;2.6
4623;25.12.2022;03:21;2.7
4624;25.12.2022;03:33;2.5
4625;25.12.2022;03:45;2.8
4626;25.12.2022;03:57;2.7
4627;25.12.2022;04:09;2.9
4628;25.12.2022;04:21;3.1
4629;25.12.2022;04:33;3.2
4630;25.12.2022;04:45;3
4631;25.12.2022;04:57;3.1
4632;25.12.2022;05:09;2.9
4633;25.12.2022;05:21;3
4634;25.12.2022;05:33;3.2
4635;25.12.2022;05:45;3.3
4636;25.12.2022;05:57;3.5
4637;25.12.2022;06:09;3.4
4638;25.12.2022;06:21;3.4
4639;25.12.2022;06:33;3.6
4640;25.12.2022;06:45;3.5
4641;25.12.2022;06:57;3.7
4642;25.12.2022;07:09;3.7
4643;25.12.2022;07:21;3.8
4644;25.12.2022;07:33;4
4645;25.12.2022;07:45;4.1
4646;25.12.2022;07:57;3.9
4647;25.12.2022;08:09;4
4648;25.12.2022;08:21;4.2
4649;25.12.2022;08:33;4.2
4650;25.12.2022;08:45;4.3
4651;25.12.2022;08:57;4.5
4652;25.12.2022;09:09;4.6
4653;25.12.2022;09:21;4.8
4654;25.12.2022;09:33;4.9
4655;25.12.2022;09:45;4.7
4656;25.12.2022;09:57;5
4657;25.12.2022;10:09;5.1
4658;25.12.2022;10:21;5
4659;25.12.2022;10:33;5.1
4660;25.12.2022;10:45;4.9
4661;25.12.2022;10:57;4.7
4662;25.12.2022;11:09;4.5
4663;25.12.2022;11:21;4.4
4664;25.12.2022;11:33;4.1
4665;25.12.2022;11:45;4
4666;25.12.2022;11:57;4
4667;25.12.2022;12:09;3.9
4668;25.12.2022;12:21;3.8
4669;25.12.2022;12:33;3.6
4670;25.12.2022;12:45;3.6
4671;25.12.2022;12:57;3.4
4672;25.12.2022;13:09;3.3
4673;25.12.2022;13:21;3.1
4674;25.12.2022;13:33;3
4675;25.12.2022;13:45;2.9
4676;25.12.2022;13:57;2.9
4677;25.12.2022;14:09;2.7
4678;25.12.2022;14:21;2.5
4679;25.12.2022;14:33;2.4
4680;25.12.2022;14:45;2.4
4681;25.12.2022;14:57;2.3
4682;25.12.2022;15:09;2.1
4683;25.12.2022;15:21;2.1
4684;25.12.2022;15:33;2
4685;25.12.2022;15:45;2
4686;25.12.2022;15:57;2.2
4687;25.12.2022;16:09;2.4
4688;25.12.2022;16:21;2.7
4689;25.12.2022;16:33;2.8
4690;25.12.2022;16:45;3
4691;25.12.2022;16:57;3.2
4692;25.12.2022;17:09;3.5
4693;25.12.2022;17:21;3.6
4694;25.12.2022;17:33;3.8
4695;25.12.2022;17:45;3.9
4696;25.12.2022;17:57;4.1
4697;25.12.2022;18:09;4.2
4698;25.12.2022;18:21;4
4699;25.12.2022;18:33;3.9
4700;25.12.2022;18:45;3.7
4701;25.12.2022;18:57;3.5
4702;25.12.2022;19:09;3.4
4703;25.12.2022;19:21;3.2
4704;25.12.2022;19:33;3
4705;25.12.2022;19:45;2.9
4706;25.12.2022;19:57;2.8
4707;25.12.2022;20:09;2.6
4708;25.12.2022;20:21;2.5
4709;25.12.2022;20:33;2.5
4710;25.12.2022;20:45;2.4
4711;25.12.2022;20:57;2.3
4712;25.12.2022;21:09;2.2
4713;25.12.2022;21:21;2.1
4714;25.12.2022;21:33;2.1
4715;25.12.2022;21:45;2
4716;25.12.2022;21:57;1.9
4717;25.12.2022;22:09;1.8
4718;25.12.2022;22:21;1.8
4719;25.12.2022;22:33;1.7
4720;25.12.2022;22:45;1.8
4721;25.12.2022;22:57;1.8
4722;25.12.2022;23:09;1.9
4723;25.12.2022;23:21;2.1
4724;25.12.2022;23:33;2.2
4725;25.12.2022;23:45;2.2
4726;25.12.2022;23:57;2.4
4727;26.12.2022;00:09;2.5
4728;26.12.2022;00:21;2.5
4729;26.12.2022;00:33;2.6
4730;26.12.2022;00:45;2.5
4731;26.12.2022;00:57;2.4
4732;26.12.2022;01:09;2.3
4733;26.12.2022;01:21;2.3
4734;26.12.2022;01:33;2.2
4735;26.12.2022;01:45;2.1
4736;26.12.2022;01:57;2
4737;26.12.2022;02:09;2
4738;26.12.2022;02:21;1.9
4739;26.12.2022;02:33;1.9
4740;26.12.2022;02:45;1.8
4741;26.12.2022;02:57;1.7
4742;26.12.2022;03:09;1.7
4743;26.12.2022;03:21;1.8
4744;26.12.2022;03:33;1.9
4745;26.12.2022;03:45;1.7
4746;26.12.2022;03:57;1.7
4747;26.12.2022;04:09;1.9
4748;26.12.2022;04:21;1.8
4749;26.12.2022;04:33;1.6
4750;26.12.2022;04:45;1.7
4751;26.12.2022;04:57;1.7
4752;26.12.2022;05:09;1.6
4753;26.12.2022;05:21;1.7
4754;26.12.2022;05:33;1.6
4755;26.12.2022;05:45;1.8
4756;26.12.2022;05:57;1.7
4757;26.12.2022;06:09;1.8
4758;26.12.2022;06:21;1.9
4759;26.12.2022;06:33;1.7
4760;26.12.2022;06:45;1.7
4761;26.12.2022;06:57;1.8
4762;26.12.2022;07:09;1.7
4763;26.12.2022;07:21;1.8
4764;26.12.2022;07:33;1.9
4765;26.12.2022;07:45;1.8
4766;26.12.2022;07:57;1.7
4767;26.12.2022;08:09;1.9
4768;26.12.2022;08:21;2
4769;26.12.2022;08:33;2.1
4770;26.12.2022;08:45;1.9
4771;26.12.2022;08:57;1.8
4772;26.12.2022;09:09;1.8
4773;26.12.2022;09:21;1.7
4774;26.12.2022;09:33;1.8
4775;26.12.2022;09:45;1.6
4776;26.12.2022;09:57;1.5
4777;26.12.2022;10:09;1.4
4778;26.12.2022;10:21;1.5
4779;26.12.2022;10:33;1.4
4780;26.12.2022;10:45;1.6
